Survey,Season,Year,Tow_Number,Region,Depth_Stratum,Grid,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Start_Date,Tow_Time,Start_Depth_fathoms,End_Depth_fathoms,Tow_Type,Tow_LengthNM,Air_Temp,Bottom_WaterTemp_DegC,Bottom_Salinity,Surface_WaterTemp_DegC,Surface_Salinity
SP15,Spring,2015,73,3,2,209,44.04253,-68.67763,44.05317,-68.6699,2015-05-22T10:58:00Z,0:17,25.8,18.9,R,0.7423,,5.2,31.77,6.9,31.36
SP15,Spring,2015,74,3,1,121,44.15828,-68.7675,44.16987,-68.76995,2015-05-22T12:51:00Z,0:17,18.5,17.2,R,0.7402,,6.7,31.22,7.8,30.43
SP15,Spring,2015,75,4,3,514,44.00513,-68.48405,44.00077,-68.46722,2015-05-25T07:27:00Z,0:20,47,47.1,R,0.8503,9.4,4.8,32.27,6.6,31.75
SP15,Spring,2015,76,4,3,492,44.01643,-68.34947,44.00942,-68.3648,2015-05-25T09:13:00Z,0:20,47.3,40.8,R,0.826,,4.7,32.15,6.3,31.73
SP15,Spring,2015,77,4,3,616,43.94917,-68.4069,43.94028,-68.41932,2015-05-25T10:28:00Z,0:20,53.9,52.8,R,0.7802,,4.7,31.84,6.8,31.85
SP15,Spring,2015,78,4,4,658,43.89327,-68.42633,43.90468,-68.414,2015-05-25T11:40:00Z,0:20,61.8,58.1,R,0.8822,,4.6,32.57,6.7,31.93
SP15,Spring,2015,79,4,4,691,43.86333,-68.41358,43.87628,-68.40527,2015-05-25T12:49:00Z,0:20,71.5,64.3,R,0.8721,,4.6,32.42,6.4,31.93
SP15,Spring,2015,80,4,4,698,43.85332,-68.4949,43.8649,-68.48725,2015-05-25T14:22:00Z,0:20,66.6,73.1,R,0.813,,4.5,32.53,6.7,31.97
SP15,Spring,2015,81,4,1,255,44.15648,-68.54283,44.1634,-68.53223,2015-05-26T07:15:00Z,0:16,13.5,16.8,NA,0.6323,13.3,7.3,31.61,8.7,31.27
SP15,Spring,2015,82,4,1,147,44.22998,-68.46022,44.24005,-68.47127,2015-05-26T08:40:00Z,0:20,12.4,14.2,R,0.7871,,7,31.61,8.2,31.4
SP15,Spring,2015,83,4,1,48,44.36788,-68.45048,44.35543,-68.45842,2015-05-26T10:25:00Z,0:20,16.2,18.4,R,0.8298,,6.8,31.55,8.8,31.19
SP15,Spring,2015,84,4,1,28,44.38752,-68.40415,44.38342,-68.4227,2015-05-26T11:28:00Z,0:20,12.3,12.1,R,0.8529,,7.2,31.91,7.9,31.3
SP15,Spring,2015,85,4,1,171,44.2048,-68.3652,44.21537,-68.36357,2015-05-26T13:58:00Z,0:17,15.4,14.6,R,0.6609,,6.9,31.66,7.5,31.56
SP15,Spring,2015,86,4,1,194,44.20673,-68.3118,44.21358,-68.31837,2015-05-27T07:03:00Z,0:13,16.4,13.4,R,0.531,12.2,5.8,31.75,7.5,31.58
SP15,Spring,2015,87,4,4,443,44.05677,-68.11775,44.05687,-68.13582,2015-05-27T09:28:00Z,0:20,55.1,61.3,R,0.8423,,5.7,29.77,7,31.69
SP15,Spring,2015,88,4,4,506,44.01353,-68.03802,44.00055,-68.03803,2015-05-27T11:08:00Z,0:20,92.3,89.6,R,0.803,,7.3,33.83,6.3,31.78
SP15,Spring,2015,89,4,4,558,43.99437,-68.08677,43.98188,-68.08962,2015-05-27T12:20:00Z,0:20,60.4,66.9,R,0.8654,,6,33.06,6.8,31.86
SP15,Spring,2015,90,4,3,606,43.95372,-68.11397,43.96113,-68.10398,2015-05-27T13:25:00Z,0:16,43,46,R,0.6748,,5.6,32.65,6.7,31.84
SP15,Spring,2015,91,4,3,293,44.14393,-68.11362,44.13562,-68.12828,2015-05-28T08:17:00Z,0:20,48.7,48,R,0.8558,,4.9,32.2,7.4,31.65
SP15,Spring,2015,92,4,3,247,44.17105,-68.00452,44.15792,-68.00638,2015-05-28T10:03:00Z,0:20,50.8,53,R,0.864,,5,32.27,6.5,31.74
SP15,Spring,2015,93,4,3,228,44.1896,-67.91645,44.17648,-67.92377,2015-05-28T11:36:00Z,0:20,44.7,50,R,0.8686,,5.5,32.35,6.6,31.67
SP15,Spring,2015,94,4,3,274,44.1478,-67.90198,44.14493,-67.92062,2015-05-28T12:44:00Z,0:20,52.2,55.2,R,0.9088,,5.5,32.65,6.6,31.66
SP15,Spring,2015,95,4,2,71,44.31758,-68.15727,44.30907,-68.17208,2015-05-29T08:02:00Z,0:20,30,28.9,R,0.8687,15.6,4.9,31.89,7.5,31.68
SP15,Spring,2015,96,4,2,59,44.34533,-68.11455,44.33163,-68.11787,2015-05-29T09:13:00Z,0:20,33.4,32.4,R,0.8475,,4.8,31.9,7.4,31.71
SP15,Spring,2015,97,4,2,88,44.3017,-68.06657,44.29383,-68.05275,2015-05-29T10:32:00Z,0:20,33.1,35,R,0.8019,,4.7,31.89,7.8,31.73
SP15,Spring,2015,98,4,2,124,44.26763,-68.02318,44.25408,-68.02445,2015-05-29T12:08:00Z,0:20,36.8,37.5,R,0.8321,,4.7,32.02,7.7,31.67
SP15,Spring,2015,99,4,2,158,44.2273,-68.13418,44.24087,-68.13247,2015-05-29T14:16:00Z,0:20,35.8,35.9,NA,0.8456,,4.8,31.24,8,31.75
SP15,Spring,2015,100,5,3,693,44.2206,-67.91557,44.2111,-67.92825,2015-06-01T10:14:00Z,0:20,42.9,42.8,R,0.8572,,5.7,32.53,6.5,32.03
SP15,Spring,2015,101,5,2,550,44.323,-67.85372,44.31208,-67.85618,2015-06-01T12:24:00Z,0:17,32.3,33.6,R,0.7106,,5.5,31.98,6,31.87
SP15,Spring,2015,102,5,2,489,44.3578,-67.73745,44.34983,-67.75262,2015-06-01T14:18:00Z,0:20,33.4,34.6,R,0.8496,,5.4,32.16,6,31.93
SP15,Spring,2015,103,5,1,264,44.46445,-67.64192,44.45125,-67.64418,2015-06-01T16:21:00Z,0:20,16.8,19.1,R,0.81,,5.7,31.78,6.3,31.7
SP15,Spring,2015,104,5,3,523,44.32967,-67.70738,44.33697,-67.69183,2015-06-02T08:23:00Z,0:20,39.8,39.5,R,0.8235,,5.4,32,5.6,31.98
SP15,Spring,2015,105,5,3,612,44.27317,-67.70163,44.28583,-67.69922,2015-06-02T09:51:00Z,0:20,45,48.6,R,0.8106,,5.4,32.24,5.5,32.05
SP15,Spring,2015,106,5,4,661,44.25012,-67.68033,44.26103,-67.67175,2015-06-02T11:11:00Z,0:20,61.7,58.2,R,0.7754,,6.4,33.3,5.6,32.09
SP15,Spring,2015,108,5,4,718,44.1992,-67.7426,44.19102,-67.75858,2015-06-02T14:00:00Z,0:20,74.1,82.6,R,0.8773,,6.5,33.35,5.6,32.07
SP15,Spring,2015,109,5,1,206,44.5228,-67.52783,44.51467,-67.51858,2015-06-03T07:05:00Z,0:17,11.7,15.7,NA,0.6584,7.2,5.8,31.61,6.7,31.5
SP15,Spring,2015,110,5,3,336,44.42347,-67.4744,44.43363,-67.4604,2015-06-03T08:39:00Z,0:20,45.8,42.8,R,0.8631,7.2,5.4,31.97,5.3,31.78
SP15,Spring,2015,111,5,4,470,44.35215,-67.42058,44.36512,-67.41332,2015-06-03T10:22:00Z,0:20,62.7,71.5,R,0.8474,,5.9,32.63,5.6,32.13
SP15,Spring,2015,112,5,3,529,44.32687,-67.554,44.31828,-67.57033,2015-06-03T12:19:00Z,0:20,49.5,47.5,R,0.8838,,5.7,32.39,5.7,32.13
SP15,Spring,2015,113,5,3,527,44.33717,-67.62053,44.32428,-67.62963,2015-06-03T13:34:00Z,0:20,43.3,45.3,R,0.8721,,5.5,32.28,5.8,32.06
SP15,Spring,2015,114,5,3,435,44.38312,-67.55642,44.37555,-67.57237,2015-06-03T15:13:00Z,0:20,45.6,48.3,R,0.8309,,5.4,32.13,5.7,31.94
SP15,Spring,2015,115,5,2,226,44.49182,-67.44165,44.49693,-67.42292,2015-06-04T07:37:00Z,0:20,32.1,34.5,R,0.872,,5.2,31.82,5.3,31.82
SP15,Spring,2015,116,5,3,313,44.42985,-67.19948,44.43752,-67.18683,2015-06-04T09:52:00Z,0:18,66.2,56.3,NA,0.7416,,5.5,32.1,5.6,32.12
SP15,Spring,2015,117,5,3,378,44.40365,-67.17393,44.41213,-67.1612,2015-06-04T11:05:00Z,0:18,64.5,64.7,R,0.7572,,6.6,33.13,6,32.18
SP15,Spring,2015,118,5,4,443,44.3669,-67.17998,44.3719,-67.16265,2015-06-04T12:19:00Z,0:20,87,80.2,R,0.8182,,7.6,33.94,6.8,32.31
SP15,Spring,2015,119,5,3,232,44.50138,-67.28683,44.49682,-67.30033,2015-06-04T14:31:00Z,0:16,39.9,35.7,NA,0.6566,,5.4,32.05,7,31.91
SP15,Spring,2015,120,5,2,200,44.52757,-67.30727,44.52028,-67.32098,2015-06-04T15:41:00Z,0:16,35,34.7,R,0.7434,,5,31.8,6.4,31.62
SP15,Spring,2015,121,5,1,100,44.60663,-67.36553,44.6055,-67.34577,2015-06-05T08:28:00Z,0:20,10.7,18.2,R,0.8609,,5.1,31.73,5.9,31.51
SP15,Spring,2015,122,5,2,120,44.58498,-67.30383,44.5907,-67.29102,2015-06-05T10:24:00Z,0:15,28.8,29.6,R,0.7037,,5.1,31.72,5.8,31.61
SP15,Spring,2015,123,5,2,195,44.52617,-67.44842,44.53543,-67.4355,2015-06-05T12:32:00Z,0:20,27.1,28.4,R,0.7864,,5.3,31.76,5.7,31.76
SP15,Spring,2015,107,5,4,680,44.23682,-67.74373,44.22572,-67.7546,2015-06-05T12:34:00Z,0:20,61.2,74.4,R,0.8919,,6.1,33.02,5.5,32.05
FL15,Fall,2015,1,1,3,583,42.95777,-70.46697,42.94795,-70.47922,2015-09-28T08:37:00Z,0:20,54.3,52.3,R,0.8088,,6.1,32.53,15.1,15.1
FL15,Fall,2015,2,1,3,600,42.93598,-70.52715,42.94647,-70.51592,2015-09-28T10:13:00Z,0:20,46,47.3,R,0.8135,,7.3,32.49,15.3,15.3
FL15,Fall,2015,3,1,2,636,42.90777,-70.6421,42.91803,-70.63413,2015-09-28T12:13:00Z,0:18,34,33.9,R,0.7605,,8.4,32.32,16.1,16.1
FL15,Fall,2015,4,1,1,591,42.93183,-70.74577,42.94343,-70.73655,2015-09-28T13:43:00Z,0:20,16.1,18.3,R,0.8272,,9.9,32.16,16.8,16.8
FL15,Fall,2015,5,1,1,534,42.9867,-70.67583,42.99722,-70.66968,2015-09-28T15:04:00Z,0:18,15.6,16,R,0.7105,,10.8,32.17,16.4,16.4
FL15,Fall,2015,6,1,2,498,43.025,-70.57028,43.03525,-70.56205,2015-09-29T07:59:00Z,0:18,28.3,32.3,R,0.7291,16.7,8.8,32.46,16.1,16.1
FL15,Fall,2015,7,1,3,435,43.08215,-70.45065,43.09122,-70.44488,2015-09-29T09:55:00Z,0:16,43.2,42.5,R,0.6381,,8,32.66,15.9,15.9
FL15,Fall,2015,8,1,3,452,43.06782,-70.42472,43.07708,-70.41213,2015-09-29T10:57:00Z,0:20,49.8,50.7,R,0.8222,,6.9,32.7,16,16
FL15,Fall,2015,9,1,4,455,43.08562,-70.35065,43.0762,-70.36412,2015-09-29T12:23:00Z,0:20,57.9,57,R,0.8416,,6.2,32.79,16.1,16.1
FL15,Fall,2015,10,1,4,546,43.0019,-70.4103,42.99187,-70.39742,2015-09-29T13:47:00Z,0:20,59.4,60.7,R,0.8338,,5.6,32.49,16,16
FL15,Fall,2015,11,1,3,422,43.1228,-70.3851,43.1158,-70.3993,2015-09-30T08:53:00Z,0:20,50.5,49.7,R,0.7987,,8.2,32.62,16,16
FL15,Fall,2015,12,1,2,346,43.16457,-70.44707,43.17282,-70.44585,2015-09-30T10:27:00Z,0:12,33,31,R,0.4994,,9.4,32.56,16,16
FL15,Fall,2015,13,1,3,252,43.2652,-70.25262,43.25492,-70.2631,2015-10-01T09:24:00Z,0:19,55.1,47.3,R,0.783,10,8.6,32.87,14.5,14.5
FL15,Fall,2015,14,1,4,255,43.26653,-70.18188,43.2605,-70.19797,2015-10-01T11:09:00Z,0:20,68.1,66.5,R,0.824,,7.8,32.95,14.2,14.2
FL15,Fall,2015,15,1,4,189,43.32493,-70.19433,43.31555,-70.20805,2015-10-01T13:04:00Z,0:20,55.8,55.3,R,0.8292,,8.6,32.87,14.7,14.7
FL15,Fall,2015,16,1,4,58,43.46863,-70.07708,43.45577,-70.08432,2015-10-01T16:14:00Z,0:20,61.8,66.7,R,0.8554,,8.2,32.95,13.9,13.9
FL15,Fall,2015,17,1,2,19,43.51513,-70.2222313,43.5086,-70.22977,2015-10-02T09:04:00Z,0:13,24.2,25.6,R,0.5241,,12.6,32.05,13.9,13.9
FL15,Fall,2015,18,1,1,8,43.53237,-70.26228,43.5285,-70.27903,2015-10-02T10:24:00Z,0:20,13.5,13,R,0.8045,,12,32.17,14.3,14.3
FL15,Fall,2015,19,1,1,1,43.55288,-70.28105,43.54603,-70.2941,2015-10-02T11:46:00Z,0:18,3.9,5.7,R,0.7154,,14.3,31.51,14.4,14.4
FL15,Fall,2015,20,2,1,288,43.6921,-70.214,43.69957,-70.1997,2015-10-05T12:31:00Z,0:20,2.5,3.9,RA,0.8227,,13.6,30.77,13.6,13.6
FL15,Fall,2015,21,2,3,638,43.5411,-70.0113,43.53295,-70.01913,2015-10-06T07:50:00Z,0:15,53.6,53.8,R,0.621,11.1,9.2,32.81,12.9,12.9
FL15,Fall,2015,22,2,4,732,43.45792,-69.91638,43.44938,-69.93097,2015-10-06T09:48:00Z,0:20,77,82.5,R,0.8353,11.7,6.6,33.31,12.2,12.2
FL15,Fall,2015,23,2,4,689,43.5012,-69.92627,43.51038,-69.91297,2015-10-06T11:08:00Z,0:20,63.8,62.5,R,0.8333,12.2,8.2,33,12.2,12.2
FL15,Fall,2015,24,2,3,536,43.59737,-69.8426,43.5888,-69.84938,2015-10-06T12:51:00Z,0:16,46.2,48.6,R,0.6283,13.3,9.5,32.77,12.8,12.8
FL15,Fall,2015,25,2,3,274,43.72273,-69.5511,43.73182,-69.55128,2015-10-07T07:38:00Z,0:14,50.2,52.4,R,0.5643,11.7,9.6,32.71,12.9,12.9
FL15,Fall,2015,26,2,4,553,43.61318,-69.41572,43.59793,-69.41162,2015-10-07T09:39:00Z,0:20,80.3,77.5,R,0.8565,12.2,7.9,32.96,11.8,11.8
FL15,Fall,2015,27,2,4,578,43.58752,-69.55592,43.57383,-69.55858,2015-10-07T11:26:00Z,0:20,77.3,76.8,R,0.8463,12.8,7.8,33.3,12.3,12.3
FL15,Fall,2015,28,2,4,627,43.55497,-69.62072,43.56863,-69.62348,2015-10-07T12:41:00Z,0:20,78.9,73.2,R,0.8441,12.8,7.7,33.25,12.9,12.9
FL15,Fall,2015,29,2,1,136,43.7881,-69.6183,43.80022,-69.6249,2015-10-08T07:48:00Z,0:19,21.8,20,R,0.7958,10,11.1,32.32,13,13
FL15,Fall,2015,30,2,1,266,43.71432,-69.73897,43.72428,-69.73968,2015-10-08T10:03:00Z,0:15,17.5,14.3,R,0.6084,10.6,11.9,32.33,12.9,12.9
FL15,Fall,2015,31,2,1,192,43.7471,-69.73915,43.75997,-69.73813,2015-10-08T11:34:00Z,0:20,10,8.7,R,0.7968,12.2,12.9,31.9,12.8,12.8
FL15,Fall,2015,32,2,2,308,43.69937,-69.68463,43.7105,-69.67598,2015-10-08T13:05:00Z,0:19,37.4,30.2,NA,0.7767,12.2,11,32.57,13.2,13.2
FL15,Fall,2015,33,2,2,230,43.73298,-69.69993,43.7196,-69.69508,2015-10-08T14:05:00Z,0:20,31.7,34.6,R,0.8482,13.3,10.8,32.58,13.5,13.5
FL15,Fall,2015,34,2,3,119,43.80708,-69.49535,43.8175,-69.483,2015-10-09T07:58:00Z,0:20,42.7,39,R,0.8381,11.7,9.3,32.68,9.8,9.8
FL15,Fall,2015,35,2,3,244,43.74015,-69.34357,43.75243,-69.34727,2015-10-09T11:05:00Z,0:20,52.1,49.5,R,0.7928,13.3,10.8,32.89,12.7,12.7
FL15,Fall,2015,36,3,3,541,43.7692,-69.21598,43.78013,-69.22703,2015-10-12T09:26:00Z,0:20,47.5,47.5,R,0.8311,12.8,10.6,33.01,12.5,12.5
FL15,Fall,2015,37,3,3,460,43.80813,-69.11517,43.82155,-69.11692,2015-10-12T11:04:00Z,0:20,44.3,40,R,0.8267,13.3,10.6,32.84,12.6,12.6
FL15,Fall,2015,38,3,3,463,43.81598,-69.06687,43.8261,-69.05482,2015-10-12T12:34:00Z,0:20,45,39.8,R,0.8152,13.3,10.9,32.96,12.7,12.7
FL15,Fall,2015,39,3,2,390,43.8726,-69.07715,43.86023,-69.08102,2015-10-12T14:00:00Z,0:20,32.9,35,R,0.8201,13.3,10.9,32.94,13,13
FL15,Fall,2015,40,3,1,300,43.93213,-69.128,43.94342,-69.11757,2015-10-12T15:42:00Z,0:20,18.9,23.1,R,0.848,13.3,11.6,32.57,12.6,12.6
FL15,Fall,2015,41,3,2,116,44.1768,-68.93932,44.18948,-68.93277,2015-10-13T08:22:00Z,0:20,29.9,28,R,0.8589,13.3,12.4,32.09,12.4,12.4
FL15,Fall,2015,42,3,1,37,44.26823,-68.85942,44.28067,-68.85277,2015-10-13T09:47:00Z,0:20,14.4,15.1,R,0.831,13.3,12.5,32.29,12.9,12.9
FL15,Fall,2015,43,3,1,9,44.31595,-68.92048,44.30987,-68.93125,2015-10-13T12:21:00Z,0:15,11.7,11.1,R,0.6205,13.9,12.7,32.12,13.1,13.1
FL15,Fall,2015,44,3,1,71,44.2263,-69.03887,44.21702,-69.04,2015-10-13T14:05:00Z,0:15,7,7.5,R,0.5715,14.4,12.9,31.88,12.9,12.9
FL15,Fall,2015,45,3,1,151,44.12993,-69.05502,44.11822,-69.0558,2015-10-13T15:17:00Z,0:18,17.9,17.6,R,0.7265,13.9,12.5,32.04,13.2,13.2
FL15,Fall,2015,46,3,4,775,43.58218,-69.0424,43.57187,-69.03148,2015-10-14T10:38:00Z,0:20,72.3,71.6,R,0.8333,13.9,9.7,32.94,12.5,12.5
FL15,Fall,2015,47,3,4,785,43.5497,-69.07025,43.55893,-69.08375,2015-10-14T11:50:00Z,0:20,74.9,75.4,R,0.8423,13.9,8.7,33.39,12.6,12.6
FL15,Fall,2015,48,3,4,741,43.60442,-69.06742,43.60873,-69.05048,2015-10-14T13:09:00Z,0:20,68,75.3,RA,0.8121,13.9,9.8,33.43,12.7,12.7
FL15,Fall,2015,49,3,3,312,43.93615,-68.77343,43.93028,-68.78843,2015-10-15T07:53:00Z,0:20,44.1,43.7,R,0.7852,8.9,11.9,33.08,12.5,12.5
FL15,Fall,2015,50,3,3,555,43.76653,-68.7835,43.77207,-68.79387,2015-10-15T10:07:00Z,0:15,54.6,58.2,R,0.5996,9.4,10.7,38.78,12.5,12.5
FL15,Fall,2015,51,3,3,360,43.91283,-68.75557,43.90027,-68.76113,2015-10-15T15:20:00Z,0:20,50.4,47.5,NA,0.8479,11.1,11.8,33.1,12.7,12.7
FL15,Fall,2015,52,3,2,248,43.98758,-68.75225,43.99062,-68.73975,2015-10-16T08:44:00Z,0:15,36.3,43.1,R,0.6442,11.7,12,33.11,12.4,12.4
FL15,Fall,2015,53,3,2,122,44.16527,-68.76067,44.17308,-68.75383,2015-10-16T11:14:00Z,0:13,29.5,32.5,NA,0.5687,11.7,12.5,32.14,12.7,12.7
FL15,Fall,2015,54,3,1,120,44.15997,-68.79008,44.17283,-68.79497,2015-10-16T12:23:00Z,0:20,11.8,8.2,R,0.8248,11.7,12.6,31.62,12.7,12.7
FL15,Fall,2015,55,4,4,698,43.86558,-68.49002,43.85362,-68.49858,2015-10-19T10:00:00Z,0:20,69.2,68.4,R,0.8187,2.8,10,31.2,11.4,11.4
FL15,Fall,2015,56,4,4,691,43.85985,-68.41665,43.8705,-68.40705,2015-10-19T11:32:00Z,0:20,68.7,68.8,R,0.7945,3.3,9.6,33.08,11.4,11.4
FL15,Fall,2015,57,4,4,658,43.90125,-68.41797,43.8906,-68.43007,2015-10-19T13:04:00Z,0:20,60.6,60.5,R,0.8254,3.3,10.2,33.69,11.4,11.4
FL15,Fall,2015,58,4,1,35,44.37607,-68.53143,44.36228,-68.53127,2015-10-20T10:27:00Z,0:20,15.2,17.2,R,0.8292,8.9,12.2,32.08,12.3,12.3
FL15,Fall,2015,59,4,1,48,44.3571,-68.45653,44.36923,-68.44753,2015-10-20T11:47:00Z,0:20,16.6,14.9,R,0.8357,9.4,12.5,32.28,12.1,12.1
FL15,Fall,2015,60,4,1,28,44.38297,-68.41975,44.39108,-68.40483,2015-10-20T13:06:00Z,0:20,13.4,11.4,R,0.8105,10.6,12.3,31.87,12.2,12.2
FL15,Fall,2015,61,4,4,506,44.01885,-68.03863,44.00475,-68.03813,2015-10-21T11:52:00Z,0:20,85.2,89.2,R,0.8574,8.3,8.9,33.92,11.4,11.4
FL15,Fall,2015,62,4,3,414,44.06005,-68.12505,44.07305,-68.11797,2015-10-21T13:28:00Z,0:20,54,54.8,R,0.8488,9.4,10.5,33.45,11.3,11.3
FL15,Fall,2015,63,4,3,223,44.17703,-68.04043,44.18912,-68.0358,2015-10-22T09:28:00Z,0:20,47,45,NA,0.8338,11.7,11.5,33.28,11.2,11.2
FL15,Fall,2015,64,4,3,247,44.17253,-68.00598,44.18517,-68.00675,2015-10-22T10:57:00Z,0:20,48.7,44.2,R,0.7953,12.2,11.5,33.27,11.3,11.3
FL15,Fall,2015,65,4,3,228,44.18487,-67.91895,44.17908,-67.92143,2015-10-22T12:32:00Z,0:11,44.9,45.4,R,0.3837,12.2,11.2,33.47,11.3,11.3
FL15,Fall,2015,66,4,3,137,44.27085,-68.13278,44.25795,-68.1334,2015-10-23T09:05:00Z,0:20,35.5,36.1,R,0.7634,6.1,11.5,33.1,11.3,11.3
FL15,Fall,2015,67,4,2,88,44.30212,-68.0702,44.29528,-68.05373,2015-10-23T11:02:00Z,0:20,32.3,33.5,R,0.8281,7.2,11.5,33.06,11.4,11.4
FL15,Fall,2015,68,4,2,124,44.26948,-68.0238,44.25585,-68.02562,2015-10-23T12:48:00Z,0:20,35.6,36.2,R,0.8377,8.3,11.5,33.13,11.4,11.4
FL15,Fall,2015,69,4,2,59,44.33487,-68.11618,44.34843,-68.11537,2015-10-23T14:29:00Z,0:20,30.4,31.6,R,0.8188,8.3,11.5,33.03,11.4,11.4
FL15,Fall,2015,70,5,3,693,44.22,-67.91622,44.21297,-67.93332,2015-10-26T09:26:00Z,0:20,42.4,42.6,R,0.8608,5.6,11.2,33.37,11.5,11.5
FL15,Fall,2015,71,5,1,257,44.46923,-67.79635,44.46032,-67.78753,2015-10-26T13:46:00Z,0:16,14.6,18.3,R,0.676,6.7,11.1,32.83,10.8,10.8
FL15,Fall,2015,72,5,1,241,44.50125,-67.70075,44.50935,-67.69298,2015-10-26T15:25:00Z,0:15,5.5,7.3,NA,0.6238,7.8,10.5,32.54,10.6,10.6
FL15,Fall,2015,73,5,3,523,44.33673,-67.70512,44.3403,-67.69393,2015-10-27T09:14:00Z,0:13,39.6,39.1,R,0.533,5,11.1,33.23,11,11
FL15,Fall,2015,74,5,4,661,44.25113,-67.69343,44.25722,-67.67893,2015-10-27T11:15:00Z,0:20,63.5,60.2,R,0.7373,6.1,10.5,33.05,11.2,11.2
FL15,Fall,2015,75,5,4,718,44.20088,-67.74083,44.19255,-67.75733,2015-10-27T12:43:00Z,0:21,70,78.3,R,0.873,6.1,10.6,33.83,11.4,11.4
FL15,Fall,2015,76,5,4,680,44.22733,-67.75467,44.2354,-67.74273,2015-10-27T14:07:00Z,0:20,74.4,59.9,R,0.7217,7.2,10.5,33.88,11.3,11.3
FL15,Fall,2015,77,5,3,435,44.37913,-67.56573,44.38625,-67.55282,2015-10-28T08:55:00Z,0:17,46.6,42,R,0.7111,10,11.1,32.97,11,11
FL15,Fall,2015,78,5,3,529,44.32805,-67.56002,44.33028,-67.54715,2015-10-28T10:49:00Z,0:15,49.4,49.9,R,0.5803,10,10.9,33.33,11,11
FL15,Fall,2015,79,5,3,527,44.33345,-67.62823,44.33717,-67.61577,2015-10-28T12:03:00Z,0:15,42.8,46,R,0.5945,10,11.1,33.15,11.1,11.1
FL15,Fall,2015,80,5,2,364,44.41215,-67.58145,44.40845,-67.58985,2015-10-28T13:53:00Z,0:11,36.8,35.9,NA,0.4314,10,11,32.92,10.9,10.9
SP16,Spring,2016,1,1,3,542,42.98842,-70.49923,43.00085,-70.49145,2016-05-02T08:00:00Z,0:20,49.8,50,R,0.83,7.2,5.3,32.41,7.8,30.03
SP16,Spring,2016,2,1,3,603,42.94143,-70.45088,42.94327,-70.46953,2016-05-02T10:23:00Z,0:20,57.3,54.1,R,0.85,7.8,5.4,32.6,7.8,30.55
SP16,Spring,2016,3,1,2,575,42.95422,-70.64178,42.9464,-70.6567,2016-05-02T12:31:00Z,0:20,26.4,24.9,R,0.83,7.8,5.4,32.14,8.2,30.43
SP16,Spring,2016,4,1,1,555,42.98252,-70.64627,42.97455,-70.66242,2016-05-02T13:37:00Z,0:20,13,15.6,R,0.87,7.8,6.1,31.72,8,30.45
SP16,Spring,2016,5,1,1,591,42.93255,-70.74533,42.94402,-70.73552,2016-05-02T14:54:00Z,0:20,15.6,12.7,R,0.84,8.9,5.6,31.99,8.4,29.16
SP16,Spring,2016,6,1,1,476,43.0298,-70.69495,43.04222,-70.68752,2016-05-02T16:33:00Z,0:20,9.6,9.6,NA,0.83,7.2,6.4,31.44,8.5,30.16
SP16,Spring,2016,7,1,3,449,43.0786,-70.48743,43.0688,-70.49902,2016-05-03T07:53:00Z,0:20,40.1,38.7,NA,0.81,7.2,5.2,32.46,7.6,30.05
SP16,Spring,2016,12,1,3,386,43.1511666,-70.38065,43.1437,-70.39537,2016-05-03T08:54:00Z,0:20,49.7,47.6,NA,0.82,7.2,5.2,32.42,7.4,32.26
SP16,Spring,2016,8,1,3,422,43.11938,-70.39175,43.10753,-70.39823,2016-05-03T09:36:00Z,0:20,54.4,46.1,R,0.82,6.7,5.2,32.41,6.9,31
SP16,Spring,2016,9,1,4,426,43.11742,-70.30205,43.10698,-70.31372,2016-05-03T11:01:00Z,0:20,68,69,R,0.87,6.7,5.9,32.87,7,31.63
SP16,Spring,2016,10,1,4,429,43.11785,-70.2431,43.10992,-70.25768,2016-05-03T12:43:00Z,0:20,80.8,79.8,R,0.83,7.2,6,32.78,7.8,32.3
SP16,Spring,2016,11,1,4,507,43.03562,-70.36698,43.02842,-70.37213,2016-05-03T14:31:00Z,0:12,64.9,64.2,R,0.5,7.2,5.3,32.55,7.2,31.12
SP16,Spring,2016,13,1,3,348,43.18002,-70.38842,43.1716,-70.39593,2016-05-04T10:07:00Z,0:15,46.8,45.5,R,0.62,7.8,5.1,32.37,7,31.63
SP16,Spring,2016,14,1,2,346,43.17562,-70.43843,43.16377,-70.44575,2016-05-04T11:33:00Z,0:19,34.9,31.3,R,0.81,7.8,5.1,32.09,7,31.05
SP16,Spring,2016,15,1,2,262,43.24617,-70.50112,43.23695,-70.51498,2016-05-04T13:03:00Z,0:20,25,24.3,NA,0.84,7.2,5.3,31.85,7.8,30.04
SP16,Spring,2016,16,1,1,174,43.31028,-70.54098,43.29907,-70.54572,2016-05-04T14:22:00Z,0:18,9.1,10.3,R,0.73,7.2,5.9,31.43,7.9,29.82
SP16,Spring,2016,17,1,1,300,43.2123,-70.57178,43.19847,-70.57633,2016-05-04T15:38:00Z,0:20,14.3,13.6,R,0.86,6.7,5.8,31.2,7.8,30.07
SP16,Spring,2016,18,1,4,257,43.27072,-70.15222,43.26425,-70.16883,2016-05-05T10:30:00Z,0:20,71.2,,R,0.84,6.7,5.7,32.67,7.2,32.2
